gene_id E15_cpn	E15_corticothal	E15_subcereb	E16_cpn	E16_corticothal	E16_subcereb	E18_cpn	E18_corticothal	E18_subcereb	P1_cpn	P1_corticothal	P1_subcereb	cluster	gene_id	gene_type
Hexim1	18.5237	16.3255	20.0351	12.8866	12.1977	11.2378	10.5684	10.0259	8.96719	8.96691	9.08617	8.05165	19	Hexim1	Protein coding
Hey1	4.30658	7.31233	5.24625	3.03396	8.96527	4.65695	4.54714	13.4301	6.61177	9.09363	21.963	12.5013	17	Hey1	Protein coding
Hfe2	0	0.0211109	0.0131895	0.0673605	0.0123927	0.0390819	0.215017	0.080984	0.193053	0.401281	0.12349	0.250345	4	Hfe2	Protein coding
Hfm1	1.83945	1.62844	1.72813	1.67886	1.68212	1.23352	0.640401	0.728477	0.621821	0.729024	0.975921	0.628015	19	Hfm1	Protein coding
Hgsnat	9.1394	9.3463	10.7816	10.1125	11.0658	12.8714	9.89544	11.2426	11.3514	14.7876	16.0279	16.565	18	Hgsnat	Protein coding
Hhip	0.00782221	0.00717745	0.00731818	0.031678	0.019111	0.251047	0.0173495	0.00967612	0.566055	0.10465	0.0114439	0.40854	16	Hhip	Protein coding
Hhipl1	0.120014	0.142221	0.0527663	0.441277	0.207117	0.168861	0.632323	0.32709	0.292868	1.33663	0.644599	0.515147	17	Hhipl1	Protein coding
Hhipl2	0.779506	1.13515	1.1113	0.678879	0.935676	0.862835	0.700382	0.696987	0.605622	0.372081	0.315024	0.412336	19	Hhipl2	Protein coding
Hic2	10.0899	11.0062	13.2116	8.06231	9.88773	8.60593	7.44902	8.04743	6.85983	6.18538	5.60053	5.50292	19	Hic2	Protein coding
Hif3a	1.0873	2.04237	2.83401	0.779512	1.25159	1.057	0.726693	1.13104	1.7874	0.552438	1.06633	2.03831	11	Hif3a	Protein coding
Higd2a	47.8293	41.4833	43.9145	54.8274	45.3624	51.8395	53.8937	51.0047	58.9407	78.5688	77.6525	87.1631	18	Higd2a	Protein coding
Hinfp	8.54428	9.17491	8.82324	9.2463	9.17352	7.40586	8.05324	7.1391	6.56421	5.96072	5.27218	3.29073	19	Hinfp	Protein coding
Hint1	189.779	167.2	169.506	184.182	154.999	198.299	197.189	183.542	230.705	247.655	294.854	326.971	18	Hint1	Protein coding
Hip1	14.6038	30.8578	18.7297	16.656	27.0347	19.8012	17.8824	29.5757	23.2168	14.9991	35.9774	19.483	12	Hip1	Protein coding
Hip1r	17.5768	18.9885	18.0953	17.4688	22.7639	26.6098	21.6556	28.5856	28.5049	34.555	50.0424	37.7296	18	Hip1r	Protein coding
Hipk1	13.7567	14.6852	15.2221	11.4919	13.4567	10.7273	9.64094	11.5037	8.6586	7.34655	9.60073	5.88527	19	Hipk1	Protein coding
Hipk2	3.47808	3.80437	2.59934	4.0017	4.92707	2.73017	2.72826	3.918	2.10737	1.62586	2.57036	1.25642	13	Hipk2	Protein coding
Hipk3	5.70982	7.03923	5.52171	7.40738	8.04005	7.54025	7.93254	8.40469	8.22362	9.82654	9.55713	6.93679	17	Hipk3	Protein coding
Hist2h2be	2.18574	3.19451	3.04463	1.94852	2.74708	1.50529	1.8857	3.01982	1.3752	1.62854	3.01371	1.44126	12	Hist2h2be	Protein coding
Hist3h2a	47.8901	26.9954	41.0846	42.7151	20.5901	24.8688	29.1815	19.975	22.4829	16.1323	13.8893	21.156	19	Hist3h2a	Protein coding
Hist3h2ba	114.003	47.7402	65.8588	106.546	37.6562	45.6332	79.0395	39.3644	42.4855	64.5141	43.5556	56.7645	15	Hist3h2ba	Protein coding
Hivep1	18.2073	23.6935	19.8287	16.4911	19.244	15.7103	12.4226	15.8123	12.6679	13.7924	21.8921	12.768	13	Hivep1	Protein coding
Hivep2	52.9997	110.26	119.348	36.3669	78.9159	64.1058	19.8397	45.605	43.7711	26.9461	70.4266	44.5953	3	Hivep2	Protein coding
Hjurp	1.5823	0.85302	0.817707	2.06835	1.02482	0.516241	2.38896	0.686502	0.749236	1.71608	0.660796	0.714909	15	Hjurp	Protein coding
Hk1	44.0367	52.1965	43.1457	58.0421	54.4466	61.0525	70.5958	64.8795	80.2779	89.0987	90.3081	102.567	18	Hk1	Protein coding
Hk2	2.38103	0.6071	2.49901	1.36982	0.40087	2.54486	0.953236	0.288245	2.36789	0.300494	0.116559	0.922158	10	Hk2	Protein coding
Hkdc1	0	0.00753181	0.0116922	0.00343565	0.0108064	0.00374629	0.0465033	0.0356129	0.076483	0.4594	0.20925	0.088765	5	Hkdc1	Protein coding
Hlcs	1.69913	1.5989	1.89355	1.75459	1.37371	2.02114	1.63962	1.20722	2.33128	2.2497	1.80339	3.17599	18	Hlcs	Protein coding
Hlf	0.472517	6.96778	1.79758	0.564677	10.7781	3.19322	1.72576	7.36624	1.28759	9.49745	10.0229	2.89177	17	Hlf	Protein coding
Hltf	14.5652	17.2729	16.7835	13.3963	16.0554	14.3518	12.8328	15.4689	10.7946	8.88147	9.72327	6.96069	19	Hltf	Protein coding
Hmbox1	18.6876	24.1685	23.5549	18.9835	23.5295	19.6357	17.4917	19.9562	14.7797	15.4971	17.8116	12.6807	19	Hmbox1	Protein coding
Hmbs	6.83226	5.27292	6.23004	5.78132	6.03186	8.39104	6.92614	7.68638	10.3395	9.82814	10.7361	13.2612	18	Hmbs	Protein coding
Hmg1l1	9.40055	8.00198	7.10926	3.8755	3.43312	3.57583	8.72609	7.92882	9.93173	19.0123	20.7364	18.9724	17	Hmg1l1	Protein coding
Hmg20a	56.7577	62.1322	58.81	58.9546	66.6963	48.5136	56.5302	69.756	48.2213	47.0862	55.1143	39.042	13	Hmg20a	Protein coding
Hmg20b	8.64018	6.89252	9.06511	4.90758	4.92151	5.40314	4.01699	4.06796	4.58639	3.10389	1.91724	2.93728	19	Hmg20b	Protein coding
Hmga1-rs1	38.7663	48.591	49.4333	24.2878	33.9632	30.2351	19.4893	28.7203	23.7164	20.4605	33.5413	22.8539	19	Hmga1-rs1	Protein coding
Hmgb1	178.615	157.196	150.515	171.333	147.272	174.189	198.442	176.682	214.867	288.938	285.224	263.296	8	Hmgb1	Protein coding
Hmgb2	4.53844	4.57193	1.71964	3.39922	2.51056	1.09005	1.82947	1.01142	1.00193	7.04906	2.50577	2.09246	15	Hmgb2	Protein coding
Hmgb3	141.629	95.4674	47.2255	159.07	88.3808	81.7975	169.829	127.425	96.5168	195.711	191.561	121.191	17	Hmgb3	Protein coding
Hmgcll1	2.1283	1.44866	2.2545	4.90709	1.96379	3.95366	9.08777	3.96097	7.74612	9.80297	4.59884	7.9147	4	Hmgcll1	Protein coding
Hmgcr	81.3141	43.1376	50.3113	101.19	48.7368	123.912	141.012	59.8055	151.494	123.17	69.6356	126.085	4	Hmgcr	Protein coding
Hmgcs1	0.770159	0.597107	0.401557	5.27446	0.713387	5.56702	2.21445	2.48947	3.40569	6.39643	4.39654	1.54786	-1	Hmgcs1	Protein coding
Hmgn1	168.705	100.168	115.921	138.628	83.4471	93.2932	99.7024	73.21	62.5289	73.0256	65.8625	48.8117	19	Hmgn1	Protein coding
Hmgn2	130.606	101.696	114.017	114.745	101.837	112.667	102.196	107.204	107.087	135.284	163.105	134.758	8	Hmgn2	Protein coding
Hmgn3	34.7953	23.3563	26.5972	37.2104	23.6664	28.8367	44.9492	34.7984	45.9857	51.9287	44.4056	46.964	14	Hmgn3	Protein coding
Hmgn5	4.4944	3.23491	2.75674	5.88769	3.76998	1.90206	6.65199	5.22103	2.11557	4.15512	3.68322	1.50134	15	Hmgn5	Protein coding
Hmgxb4	13.801	15.2067	16.3513	14.6215	13.6983	13.7737	14.6028	14.3497	12.5973	8.64347	9.24698	7.21037	19	Hmgxb4	Protein coding
Hmha1	0.0460768	0.0380526	0.0286555	0.444992	0.035217	0.0187579	0.201547	0.0158043	0.0216442	0.238171	0.00396512	0.00960781	0	Hmha1	Protein coding
Hmmr	0.342068	0.470766	0.152261	0.339287	0.314603	0.311933	0.0921297	0.150741	0.464282	0.136045	0.158476	0.969925	16	Hmmr	Protein coding
Hmox1	0.366397	0.165507	0.217022	1.01668	0.370435	0.51578	0.456632	0.897046	0.820601	1.87682	3.00395	1.86022	9	Hmox1	Protein coding
Hn1l	11.1097	9.46015	10.7331	9.62337	7.9724	14.0843	8.43188	6.51692	15.3557	5.61764	4.25196	12.8707	19	Hn1l	Protein coding
Hnmt	0.171691	0.351673	0.111036	0.200788	1.15823	0.860119	0.795208	2.97791	2.74036	1.53385	6.20981	4.47134	9	Hnmt	Protein coding
Hnrnpa0	257.875	223.373	253.212	211.038	197.357	211.438	185.889	174.897	161.539	180.426	187.793	151.127	19	Hnrnpa0	Protein coding
Hnrnpa2b1	554.526	399.377	503.727	514.057	351.727	435.199	430.522	332.65	356.256	357.062	323.789	294.251	19	Hnrnpa2b1	Protein coding
Hnrnpab	251.002	155.06	188.168	203.234	143.952	191.338	174.464	144.007	167.46	168.997	144.244	162.578	15	Hnrnpab	Protein coding
Hnrnpc	109.146	91.6987	99.8287	98.2482	84.4802	90.2514	90.5079	89.0787	77.0331	66.485	76.3208	63.0418	19	Hnrnpc	Protein coding
Hnrnph1	389.039	276.742	332.514	336.92	259.036	307.067	286.637	257.503	242.211	250.131	257.585	224.347	19	Hnrnph1	Protein coding
Hnrnph3	91.7816	68.8561	79.312	73.7023	62.2145	56.3034	56.7252	58.5123	38.3118	41.2491	43.7507	26.9704	19	Hnrnph3	Protein coding
Hnrnpl	164.869	110.918	126.938	139.593	105.896	131.185	143.851	122.693	123.436	188.786	175.528	172.458	8	Hnrnpl	Protein coding
Hnrnpr	124.847	121.02	130.079	124.397	116.11	113.093	105.682	100.024	89.2831	100.169	97.0154	80.2105	19	Hnrnpr	Protein coding
Hnrnpul2	66.6879	69.1226	69.6065	65.3936	62.0413	63.8734	62.4258	58.348	58.0837	50.9258	53.0784	44.3188	19	Hnrnpul2	Protein coding
Hnrpdl	240.992	179.859	205.898	240.177	165.146	178.513	212.887	160.915	136.978	200.684	170.381	130.554	15	Hnrpdl	Protein coding
Homer1	16.2202	35.3051	32.9657	23.9164	35.4065	50.1852	24.1539	28.6035	48.7258	17.7829	28.9803	31.56	11	Homer1	Protein coding
Homer2	1.66221	0.68297	0.980717	2.4268	1.0698	2.11115	2.38401	1.28292	3.6891	2.51785	1.71619	4.09729	16	Homer2	Protein coding
Homer3	19.2183	12.8683	16.9712	15.4006	11.0804	10.5826	11.2251	8.81871	7.14671	8.86609	6.0192	5.48368	19	Homer3	Protein coding
Homez	1.30204	1.60767	1.40328	1.23241	1.25887	1.12283	1.47275	1.41859	1.26709	0.635657	0.589868	0.541537	19	Homez	Protein coding
Hook1	12.9055	18.5206	17.4426	17.8701	23.8464	20.4353	19.5419	24.0851	20.2424	16.3264	19.1504	13.2358	13	Hook1	Protein coding
Hook3	10.6622	10.9163	10.0777	11.4249	11.6966	8.82118	9.05702	9.58761	6.80645	4.80302	6.2538	4.03448	19	Hook3	Protein coding
Hp1bp3	110.33	103.268	104.092	113.004	104.004	93.0478	106.071	101.684	79.6746	95.5843	91.2047	65.8121	19	Hp1bp3	Protein coding
Hpca	32.5219	18.8265	9.76785	33.302	17.3607	6.09499	32.3794	46.0792	16.437	78.2151	144.333	31.1117	9	Hpca	Protein coding
Hpcal1	4.68267	4.28409	1.95932	4.03204	5.31823	3.38236	6.16549	7.48672	4.61437	6.75214	18.9897	4.14628	9	Hpcal1	Protein coding
Hpcal4	1.47697	7.65402	4.96489	4.33953	11.6714	9.22436	10.4181	18.8931	13.4677	9.55432	20.1244	9.19058	17	Hpcal4	Protein coding
Hpgd	0.0372395	0.00703241	0.00788197	0.0951868	0.0305567	0.00802716	0.2481	0.193714	0.0221454	0.106956	0.555811	0	9	Hpgd	Protein coding
Hprt	14.4031	12.1856	14.0116	14.1339	14.5901	15.2185	18.5521	21.1581	21.3643	31.1419	39.351	34.5642	18	Hprt	Protein coding
Hps1	9.82033	10.894	11.399	9.83359	11.6559	9.74372	9.89707	10.5179	8.45327	8.672	8.90244	5.77999	13	Hps1	Protein coding
Hps4	15.9935	17.5763	18.7885	14.5155	16.8323	15.8292	14.2667	16.3686	16.1304	7.6692	8.6602	10.1752	19	Hps4	Protein coding
Hps5	9.96625	10.0665	10.3836	9.92841	9.98426	8.60921	8.52414	8.4307	6.54585	5.3465	5.47786	3.68681	19	Hps5	Protein coding
Hr	7.44645	4.37391	5.43348	6.53544	4.47809	5.81948	6.68208	4.61403	5.14466	8.52106	4.26956	4.2335	15	Hr	Protein coding
Hras1	19.961	19.149	18.1355	19.3164	17.4296	23.0759	19.9086	19.2574	27.7596	29.8198	30.7188	41.0422	18	Hras1	Protein coding
Hrasls	0.134192	0.395977	0.591317	0.192574	0.425619	0.63259	0.436847	0.885217	1.29324	0.607591	1.22478	1.3538	16	Hrasls	Protein coding
Hrh2	0.107997	0.153727	0.228414	0.160066	0.358788	0.271811	0.36365	0.523259	0.454303	0.461508	0.640641	0.769742	17	Hrh2	Protein coding
Hrh3	0.734912	1.23152	0.228834	2.18819	0.725977	0.197295	3.98321	2.53664	0.373491	9.89129	12.7937	0.738799	9	Hrh3	Protein coding
Hrk	0.700658	2.76711	5.17145	1.08286	4.49912	7.38443	0.958127	1.89928	5.79048	1.13269	2.05235	4.56151	11	Hrk	Protein coding
Hrsp12	1.20632	1.66499	1.8058	1.46268	2.0354	2.25587	1.63865	2.69797	4.32931	1.49487	1.96847	3.95457	11	Hrsp12	Protein coding
Hs1bp3	6.96143	6.89199	7.48417	5.9516	6.00054	5.92297	5.8886	6.27352	6.13912	3.30377	3.3646	3.10441	19	Hs1bp3	Protein coding
Hs2st1	13.9389	12.9636	14.0616	12.4139	12.7186	15.0967	12.3673	12.8358	15.9423	15.8288	16.5369	20.9613	18	Hs2st1	Protein coding
Hs3st1	25.7184	17.2971	10.5693	25.8811	12.7415	3.94396	27.4253	14.0157	2.60297	28.9326	19.7489	3.46738	15	Hs3st1	Protein coding
Hs3st2	3.28848	12.8718	11.9836	10.0843	12.6473	27.303	30.8752	15.3214	45.9004	40.254	18.0952	64.3484	16	Hs3st2	Protein coding
Hs3st3a1	0	0.267879	0.0203013	0	0.173514	0.0131906	0	0.0883051	0.00921994	0.00361165	0.05503	0	2	Hs3st3a1	Protein coding
Hs3st3b1	0.0351394	11.7183	0.783205	0.00969777	4.05481	0.0568988	0.0220713	2.24599	0.0714794	0.017737	0.946525	0.0310594	2	Hs3st3b1	Protein coding
Hs3st5	1.24685	15.7511	1.88589	0.979776	12.5657	7.74792	3.8169	18.4417	9.42486	7.34923	19.9113	9.56156	6	Hs3st5	Protein coding
Hs3st6	0.0434661	0.132631	0.0507918	0.0108803	0.121351	0.0355824	0.0121287	0.440589	0.121868	0.0680368	2.02354	0.091712	9	Hs3st6	Protein coding
Hs6st1	33.9124	93.2156	45.971	28.1716	47.776	60.9082	31.2665	32.516	81.0635	63.8447	34.7052	113.327	11	Hs6st1	Protein coding
Hs6st2	99.445	35.7479	30.4827	96.9266	28.7674	10.9071	74.0121	31.1384	16.8179	66.6053	34.6172	36.9216	10	Hs6st2	Protein coding
Hs6st3	2.11908	0.061934	0	5.30226	0.414959	0.363627	3.4904	0.204624	1.33676	5.64868	0.203298	2.16312	5	Hs6st3	Protein coding
Hsbp1	78.6729	81.6159	75.7934	86.1281	89.0863	103.744	100.951	115.949	135.058	138.849	170.089	197.736	18	Hsbp1	Protein coding
Hsd17b11	2.16909	6.22768	7.97062	2.97735	10.625	10.2907	3.45296	13.8085	8.49873	3.7851	17.7588	10.7262	6	Hsd17b11	Protein coding
Hsd17b12	30.586	22.2481	25.4849	30.5387	26.4997	39.1255	23.7577	30.1256	30.7732	30.8487	45.8739	40.7997	-1	Hsd17b12	Protein coding
Hsd17b4	27.9711	23.789	27.338	19.3911	21.0245	22.8302	20.1288	21.0121	24.7034	15.9851	17.3069	18.6784	19	Hsd17b4	Protein coding
Hsd17b7	6.76673	4.75118	5.27239	7.12245	5.73228	9.26308	8.02375	6.94509	10.6051	6.33727	5.17494	8.75501	14	Hsd17b7	Protein coding
Hsdl2	0.499331	1.92465	0.838097	0.821921	1.30054	0.794989	1.08401	1.58927	0.997755	0.740424	0.96157	1.20699	12	Hsdl2	Protein coding
Hsf1	33.592	28.1463	31.3618	32.2908	30.8227	36.3302	32.3213	32.1848	30.693	20.9038	19.8981	20.409	19	Hsf1	Protein coding
Hsp90aa1	254.906	172.848	185.708	260.323	198.436	275.453	248.531	238.652	343.71	314.347	371.714	518.269	18	Hsp90aa1	Protein coding
Hsp90b1	93.8843	61.6459	78.4429	100.198	72.755	117.47	96.9486	88.8542	111.762	102.195	107.513	124.553	18	Hsp90b1	Protein coding
Hspa12a	38.2625	121.61	133.128	35.3152	106.034	67.4958	35.1669	95.8548	49.7065	29.2557	78.6189	41.8358	3	Hspa12a	Protein coding
Hspa1a	0.281028	0.265959	0.216304	0.258477	0.488933	0.428682	0.484871	0.826867	0.945502	0.709442	1.24212	1.39657	17	Hspa1a	Protein coding
Hspa1b	0.598706	0.579674	0.573778	0.514221	0.889362	1.13606	1.13373	1.61225	1.79969	1.53878	2.26691	3.21695	17	Hspa1b	Protein coding
Hspa2	0.296942	0.236267	0.316708	0.327512	0.1663	0.195692	0.774271	0.233389	0.385448	1.86925	0.31018	0.480763	5	Hspa2	Protein coding
Hspa4	61.5501	45.9938	52.3206	61.0753	47.486	64.0006	59.6823	47.6046	71.5472	57.8371	54.4839	77.2958	18	Hspa4	Protein coding
Hspa4l	6.34791	6.39362	5.07989	6.5097	6.98357	6.9155	7.33443	7.99642	9.23958	7.77033	8.3453	11.8657	18	Hspa4l	Protein coding
Hspa5	100.353	67.692	99.3877	99.1597	66.6341	144.21	104.426	83.498	153.74	128.264	118.528	186.384	14	Hspa5	Protein coding
Hspa8	741.131	714.07	655.845	688.232	551.526	648.202	610.025	575.986	736.062	848.466	879.393	1385.34	18	Hspa8	Protein coding
Hspa9	90.6215	59.3075	73.4133	82.7619	62.8596	82.4609	75.004	64.4662	76.9374	90.0676	92.0436	97.1889	18	Hspa9	Protein coding
Hspb3	0.147468	0.0410983	0.0219367	3.79579	0.0754056	0.234115	16.0307	0.70097	1.0831	34.1643	0.501347	2.60195	5	Hspb3	Protein coding
Hspbap1	4.39119	3.24857	4.00591	3.82388	3.39121	4.94489	3.26031	3.26052	4.38055	1.60761	1.7406	1.85645	19	Hspbap1	Protein coding
Hspbp1	32.3351	22.1172	28.5715	29.3876	25.6801	46.0205	35.9407	31.229	64.4835	52.7771	49.1439	95.3909	18	Hspbp1	Protein coding
Hspd1	104.479	79.1623	89.6834	93.339	70.7729	101.27	87.5663	71.5704	108.333	90.0889	80.6696	121.419	18	Hspd1	Protein coding
Hspe1	67.2202	56.1587	66.7711	63.0937	52.2143	65.3266	66.0823	53.9702	76.4935	66.2103	58.9702	91.5822	18	Hspe1	Protein coding
Hspg2	1.60719	0.980906	0.982129	1.22134	0.967736	0.435869	1.20402	1.02687	0.72786	1.65624	0.921032	0.797452	15	Hspg2	Protein coding
Hsph1	42.4091	32.4045	38.9049	36.6693	27.1077	40	56.4467	33.26	59.5613	94.9008	49.6638	69.8434	14	Hsph1	Protein coding
Htr1a	0.0404805	0.078001	0.219697	0.169546	0.235304	2.15575	0.210662	0.525704	2.47428	0.261229	0.247013	0.799663	16	Htr1a	Protein coding
Htr1b	0.0216777	0	0.0269203	0.0457382	0.0231892	0.106291	0.103839	0.0641893	1.07398	0.154779	0.0699409	0.898204	16	Htr1b	Protein coding
Htr1d	0.00440762	0.0848422	0	0.00415801	0.0653969	0.0470572	0.0375499	0.233468	0.16002	0.0883135	0.675128	0.244888	9	Htr1d	Protein coding
Htr1f	0.0705207	1.03955	0.0862437	0.0678164	2.2512	0.379319	0.0983393	3.74334	0.9708	0.0881914	5.33801	0.728726	9	Htr1f	Protein coding
Htr2a	0.31009	2.04025	0.463475	0.173573	2.48428	2.48038	0.228996	2.69986	8.40523	0.25889	2.16946	8.20288	16	Htr2a	Protein coding
Htr5a	0.104088	0.539599	0.190512	0.284699	0.796328	0.91733	1.05429	1.63608	2.80269	1.27362	1.77947	2.97838	16	Htr5a	Protein coding
Htr6	0.404193	2.00348	1.15028	0.428249	3.63632	0.604899	0.646552	4.70406	0.699408	0.642747	3.82739	0.616256	6	Htr6	Protein coding
Htr7	0.05653	0.0165915	0	0.00967738	0.0482351	0.0516855	0.0726791	0.61974	0.989683	1.39161	2.15364	3.75959	16	Htr7	Protein coding
Hunk	29.3946	11.8728	25.9993	19.3377	10.8057	13.7208	12.8321	8.83	6.87676	7.45602	4.6314	3.76501	10	Hunk	Protein coding
Hus1	0.719273	0.614099	0.359305	0.871049	0.734718	0.346162	1.06267	1.10379	0.507784	1.33677	1.19256	0.609717	17	Hus1	Protein coding
Huwe1	41.3746	36.0528	38.9062	47.6477	41.7806	31.9026	35.8261	30.8219	29.2467	27.3316	26.0588	19.1183	19	Huwe1	Protein coding
Hyal2	18.8619	12.9566	16.1	13.5059	11.6854	12.162	11.8013	11.6434	12.7283	7.73885	5.85071	9.82013	19	Hyal2	Protein coding
Hyi	2.21899	1.85656	2.33172	2.86023	2.16469	1.68967	3.62989	3.32555	1.86166	5.05312	5.08002	2.43116	17	Hyi	Protein coding
Hyls1	13.7547	13.5137	12.0497	12.783	10.0283	9.9412	10.2357	9.0892	8.02444	5.78021	4.54225	3.97983	19	Hyls1	Protein coding
Hyou1	29.0942	20.3381	26.0413	22.0729	16.8618	28.9285	22.0195	18.5968	32.9169	23.2539	22.6223	35.9035	18	Hyou1	Protein coding
Iars	27.2995	23.3147	27.0853	23.8169	24.2674	26.6248	20.8678	22.3499	25.468	16.8128	19.5211	17.654	19	Iars	Protein coding
Ibtk	11.2286	15.8612	13.9001	13.3088	15.1796	11.8396	11.7654	12.0991	10.5889	8.59358	9.18837	10.7299	13	Ibtk	Protein coding
Ica1	15.6829	15.8977	16.4569	14.5825	17.2792	15.3091	15.8635	22.3115	16.7353	22.8767	30.0135	22.0122	8	Ica1	Protein coding
Ica1l	6.89482	20.0056	13.3099	7.86734	17.5869	15.3403	9.75565	17.6838	18.936	9.50746	19.9652	23.3189	12	Ica1l	Protein coding
Icam5	0.695529	0.678787	0.775435	1.38077	1.3194	1.56803	2.00031	1.96927	2.08092	3.52627	3.77676	3.75044	17	Icam5	Protein coding
Ick	18.3228	21.9094	17.5311	20.2613	22.4747	16.5142	20.8052	22.1094	16.4083	16.0894	14.766	11.0929	13	Ick	Protein coding
Ict1	25.802	18.7555	20.0629	25.9403	17.6748	23.9284	23.6584	21.4274	26.0848	28.5746	25.6764	34.238	18	Ict1	Protein coding
Id1	4.43404	9.26154	7.21412	2.75541	4.91231	3.11886	2.29364	2.70347	1.06758	0.821203	0.673562	0.284553	7	Id1	Protein coding
Id2	322.109	171.353	345.674	349.907	271.287	535.335	174.642	312.019	369.153	178.784	413.085	393.692	-1	Id2	Protein coding
Id4	2.59658	5.75287	3.31855	2.64682	2.86041	1.12884	2.48393	3.07904	2.66132	0.714314	2.80126	1.39891	3	Id4	Protein coding
Ide	5.1879	4.33991	3.77882	5.04612	5.09941	4.38827	5.78383	6.45213	6.28709	5.84355	7.37788	6.23655	8	Ide	Protein coding
Idh1	123.429	100.313	96.7493	133.405	113.659	163.355	146.93	135.077	178.027	176.163	192.356	235.785	18	Idh1	Protein coding
Idh2	53.2889	43.3893	40.0848	53.1488	45.9218	36.4321	41.8582	43.3497	22.1404	16.2218	16.1199	9.70601	19	Idh2	Protein coding
Idh3a	28.6746	24.5118	24.7917	28.3407	29.8978	28.0057	34.0394	40.6476	32.7152	54.8772	71.1811	49.7848	17	Idh3a	Protein coding
Idi1	15.0492	7.2808	7.8516	25.6611	15.3993	38.063	32.6332	26.7433	41.4275	20.1836	23.2276	20.607	16	Idi1	Protein coding
Ids	51.7404	63.7146	47.6571	71.5984	60.2599	60.1333	83.0268	65.8374	83.814	106.452	83.7128	113.364	14	Ids	Protein coding
Ier2	21.5621	35.1617	41.9354	16.9485	21.5883	16.084	8.67638	15.0094	6.36678	9.03281	11.1221	6.46327	7	Ier2	Protein coding
Ier3	5.18912	2.72696	5.56939	3.03009	1.63728	1.85828	1.76288	1.20177	1.31233	0.90603	0.326639	0.316556	7	Ier3	Protein coding
Ier3ip1	17.8774	16.6935	14.3643	19.388	17.6253	18.2984	22.531	22.2007	21.533	30.3581	32.959	31.0727	8	Ier3ip1	Protein coding
Ier5	86.0033	105.161	175.704	39.648	68.6511	54.1821	10.4332	31.5449	15.2272	16.5482	15.7416	12.007	7	Ier5	Protein coding
Ier5l	27.9246	10.2633	22.0706	13.7758	6.45517	4.24762	9.50372	7.48606	3.17278	13.5262	5.1041	4.86357	10	Ier5l	Protein coding
Iffo1	12.3769	15.2139	15.2564	11.5884	14.0455	10.4212	12.6457	14.9598	8.83254	11.3564	11.5769	6.40862	13	Iffo1	Protein coding
Iffo2	7.14605	7.52012	6.11264	7.90827	8.56419	7.47684	10.4933	10.1765	8.9923	9.62608	9.5769	7.47092	17	Iffo2	Protein coding
Ifi27l1	0.165074	0.295685	0.216179	0.254394	0.287494	0.888321	0.950572	0.881682	4.84058	1.40188	1.30089	8.68623	16	Ifi27l1	Protein coding
Ifi30	37.9644	51.4604	53.4518	27.5285	33.8337	33.1301	22.5198	25.0822	20.102	37.9747	43.3254	39.4159	3	Ifi30	Protein coding
Ifih1	0.0234318	0.0392032	0.0148817	0.0515553	0.0521646	0.0269905	0.076463	0.104222	0.0332393	0.123617	0.289813	0.025139	9	Ifih1	Protein coding
Ifit2	0.754687	1.98443	1.42896	1.51253	2.84754	2.02135	2.81389	3.53257	1.77548	1.26526	1.90304	0.928835	17	Ifit2	Protein coding
Ifitm2	19.5194	9.00927	14.3257	16.6237	11.8734	10.3439	18.2081	16.0727	13.5301	37.01	28.4371	24.5419	17	Ifitm2	Protein coding
Ifngr1	0.610345	0.871839	0.595887	1.27613	1.14514	0.697389	1.70423	2.23525	1.73238	1.59004	1.76687	2.37056	17	Ifngr1	Protein coding
Ifngr2	55.9932	65.0754	106.818	39.5758	48.944	50.8996	44.7898	49.0474	65.7349	52.1711	43.1002	75.4524	11	Ifngr2	Protein coding
Ifrd1	31.6249	13.4844	14.439	31.2245	13.73	30.861	28.6034	18.41	34.068	20.252	16.8279	29.6457	15	Ifrd1	Protein coding
Ift122	4.64419	8.41535	6.98269	7.62569	10.2091	9.48353	9.74241	11.5754	11.3884	10.4546	9.30217	10.9612	12	Ift122	Protein coding
Ift57	4.51669	8.4318	6.48858	7.197	9.02543	9.99268	9.75635	10.5675	9.31816	15.9872	14.5467	13.9301	8	Ift57	Protein coding
Ift74	3.58125	6.77559	5.39919	4.14058	6.30298	5.49293	4.42139	6.32393	6.14614	4.56836	6.37842	6.92724	12	Ift74	Protein coding
Ift80	2.70048	5.31072	5.0099	2.8044	4.72007	3.3975	2.71053	5.43579	2.97605	1.23565	2.48168	1.42993	19	Ift80	Protein coding
Ift81	14.1552	17.6477	15.2833	16.6135	17.6235	13.1024	15.8335	17.3814	10.1214	15.2097	19.9248	9.84268	13	Ift81	Protein coding
Igbp1	24.5542	35.724	34.992	26.1591	26.5863	22.9507	25.6576	22.6492	20.8181	22.4726	17.2021	21.8761	19	Igbp1	Protein coding
Igbp1b	0	0.0976986	0.0112711	0.0193206	0.0959741	0.129289	0.348995	0.140491	0.302304	0.424542	0.281272	0.802195	16	Igbp1b	Protein coding
Igdcc3	6.16303	3.32999	3.83839	5.0563	2.92496	1.74005	3.78146	2.91877	0.88149	3.77302	2.79587	0.660397	15	Igdcc3	Protein coding
Igdcc4	8.04696	11.1184	11.4283	11.4374	15.1525	13.9284	13.973	15.7091	15.0305	10.813	12.6708	10.9208	12	Igdcc4	Protein coding
