id,cluster,E15_cpn,E16_cpn,E18_cpn,P1_cpn,E15_subcereb,E16_subcereb,E18_subcereb,P1_subcereb,E15_corticothal,E16_corticothal,E18_corticothal,P1_corticothal,gene_type
Il4ra,17,0.0631689,0.209725,0.198297,0.481361,0.0295669,0.0586792,0.187713,0.212575,0.0292082,0.0904023,0.294969,0.321834,Protein coding
Il6ra,9,0.0739236,0.282592,0.173973,0.34183,0.0436666,0.132813,0.152611,0.221994,0.130011,0.14536,0.292824,0.832403,Protein coding
Ildr2,9,0.126382,0.0795427,0.274972,0.493517,0.665331,1.90569,4.00333,7.97211,3.3237,5.96373,7.67064,9.44952,Protein coding
Ilf2,15,126.937,109.314,94.7235,87.0924,87.7081,78.5114,69.5385,74.4821,71.7221,71.5308,74.6278,82.6149,Protein coding
Ilvbl,14,5.86692,8.98899,14.6566,16.5958,8.8547,16.2921,20.0135,25.0216,9.45026,8.19404,8.27381,10.1638,Protein coding
Immt,18,52.006,49.7875,44.8969,59.1788,36.3281,46.515,49.2215,77.438,35.0175,35.4597,37.8248,54.7544,Protein coding
Impa1,19,18.6614,15.3108,13.9232,11.4936,21.5829,21.6708,23.5504,21.7996,19.6643,18.5174,18.1297,15.9458,Protein coding
Impad1,8,19.8081,20.1984,20.0611,21.4456,15.4574,14.1557,16.0995,16.9738,17.7363,19.4565,21.3736,24.6164,Protein coding
Impdh1,18,34.5925,36.2369,45.5727,47.9547,37.6246,53.7949,69.6424,82.395,34.9841,41.1412,48.2786,46.8694,Protein coding
Ina,12,97.1752,106.169,93.8511,70.4764,259.78,256.339,241.023,180.696,305.634,254.208,256.668,167.861,Protein coding
Inadl,12,1.07125,1.03579,1.03193,1.02363,1.3299,1.39166,1.60762,1.94781,1.82385,1.588,1.79649,2.44819,Protein coding
Inf2,9,8.4176,3.28018,5.0119,7.86344,10.5173,7.09582,13.6606,22.9134,4.5046,8.73418,19.5395,34.8169,Protein coding
Ing1,19,62.8219,53.2606,48.5453,33.8612,52.3908,46.6217,40.6614,22.8996,52.5189,40.9579,40.7333,27.1892,Protein coding
Ing2,8,3.49433,3.86666,4.00914,5.89363,2.2026,2.41468,4.28253,6.57248,3.16377,3.39656,4.55853,5.77725,Protein coding
Ing3,19,5.56215,5.48749,4.07876,2.93806,5.42589,4.10522,3.50718,2.94559,4.70939,5.22568,4.50894,3.40302,Protein coding
Ing4,19,53.0502,51.8145,43.6283,25.4021,55.3609,43.1775,26.7872,15.1865,55.2201,53.628,47.7398,25.7141,Protein coding
Inha,18,29.2922,33.6832,36.208,41.0298,29.7556,43.4045,48.1228,51.1747,28.7475,31.4911,35.5827,38.5393,Protein coding
Inhba,5,9.94896,18.3283,23.0831,21.6444,0.19654,0.0523478,0.460169,0.20368,0.0801946,0.283227,0.766999,0.334699,Protein coding
Inhbb,10,17.149,12.6824,8.43299,9.95961,7.04464,0.772799,0.5432,0.371592,3.88709,1.79847,1.67356,2.1803,Protein coding
Ino80c,18,7.37864,7.32155,7.84706,15.3732,6.10964,6.73095,8.22114,15.8411,5.29864,6.62596,7.50561,14.121,Protein coding
Inpp1,12,7.22271,8.91418,10.4061,8.14991,9.7578,12.5468,12.7225,11.6328,10.2675,13.8171,13.9345,10.9356,Protein coding
Inpp4a,12,23.2982,24.4785,27.8296,25.8246,32.2352,31.2997,34.7874,33.6597,38.8294,37.164,38.9955,34.4113,Protein coding
Inpp4b,9,0.0421371,0.102693,0.132922,0.1081,0.0132985,0.00648434,0.0123691,0.00442198,0.0976345,0.0747282,0.259988,0.657438,Protein coding
Inpp5a,-1,6.28809,5.15438,4.52072,5.01581,4.05423,4.14532,6.93517,7.25977,3.84399,3.18083,4.31024,6.72535,Protein coding
Inpp5b,19,12.5847,12.7933,10.9513,8.76167,11.7261,9.56147,8.05142,4.69259,11.5836,10.8179,9.94958,7.28293,Protein coding
Inpp5d,16,0.0402945,0.525156,0.317874,0.527402,0.078634,0.928826,1.08302,0.836347,0.140626,0.12268,0.126603,0.132852,Protein coding
Inpp5f,19,126.551,105.011,91.3858,82.6022,148.972,137.94,128.052,154.123,138.583,125.914,126.455,116.974,Protein coding
Inpp5j,16,0.383804,0.381895,0.70928,1.75442,0.713817,0.841373,2.85212,4.31139,0.682364,0.555868,0.850497,2.23494,Protein coding
Inppl1,19,7.77162,6.26021,6.63215,3.93413,8.75298,5.47905,4.76589,2.22671,8.02056,5.81844,5.23089,2.3551,Protein coding
Insig1,17,27.5274,33.107,40.004,48.9246,13.0744,38.6313,35.1497,26.1457,12.133,17.9594,28.0816,37.0299,Protein coding
Insig2,19,11.6088,11.1018,8.63621,5.85964,9.72721,7.63299,8.65255,5.01486,8.69141,7.80194,7.51124,4.29699,Protein coding
Insm1,10,48.0188,24.3226,13.0699,11.203,38.096,9.71463,3.95766,5.07038,15.583,9.02344,4.87851,2.89084,Protein coding
Insr,19,21.1586,21.7319,16.8212,14.3264,20.1715,15.5291,12.2284,10.1494,20.1946,19.0948,14.6567,12.2474,Protein coding
Ints10,19,43.1163,43.8282,45.0778,32.4992,50.576,43.7565,34.5174,26.3467,54.0205,51.137,43.8481,33.9416,Protein coding
Ints4,19,13.0909,10.3224,7.9525,5.82605,15.3078,14.5968,14.4085,13.1295,14.8095,13.3861,12.5849,9.33733,Protein coding
Ints5,19,18.3767,15.2019,13.4517,10.6723,17.0982,15.8959,13.0544,11.3114,15.5106,13.7059,11.6057,8.82946,Protein coding
Ints6,19,9.37554,10.4662,8.09802,4.16406,11.6383,9.08261,5.79498,3.66434,12.1014,12.2482,9.60352,7.19057,Protein coding
Ints7,19,15.3102,12.0463,9.49557,8.59275,16.7672,10.0075,7.61472,7.65496,14.6846,11.5025,8.23786,10.4429,Protein coding
Ints8,19,16.8092,15.0755,10.8319,6.19612,13.0513,9.82755,7.73571,4.04759,13.3903,12.4391,11.2036,6.32861,Protein coding
Ints9,19,11.5309,9.40757,8.31427,6.65432,11.3267,8.51811,8.40235,8.02015,9.96693,8.52067,7.73078,5.55192,Protein coding
Invs,19,8.97482,6.66544,4.46601,5.08984,8.78036,5.25366,3.93081,3.45505,7.86549,5.86708,4.02194,4.12312,Protein coding
Ipcef1,9,0.228893,0.424315,0.580295,1.94443,0.441811,0.405469,1.20262,1.9003,1.12696,0.935693,2.37367,6.28431,Protein coding
Ipmk,8,8.01864,8.20882,8.98151,14.4033,7.96352,7.35284,7.97399,7.14395,8.61076,7.41203,7.48458,7.52353,Protein coding
Ipo4,18,31.1491,35.5505,40.0012,44.6443,35.0158,47.1541,53.5796,61.7488,30.5703,35.615,38.4609,44.0447,Protein coding
Ipo5,6,56.9628,62.8822,68.8967,81.229,65.948,75.5378,76.3057,82.7968,131.272,169.989,187.184,183.505,Protein coding
Ipo7,19,46.3409,48.4389,41.5341,29.7475,39.0229,34.2981,34.1476,23.719,35.4088,35.8142,32.5816,26.5179,Protein coding
Ipo8,19,13.4996,13.9926,12.1159,9.3389,16.9185,16.1355,15.0392,12.6076,15.0195,14.3651,13.2156,9.24629,Protein coding
Iqcb1,19,15.9221,14.8057,12.1228,8.84182,15.4914,13.3465,10.0722,8.56999,17.3049,15.7139,14.993,11.3204,Protein coding
Iqcc,19,7.02379,6.64789,6.43284,2.80167,7.38766,5.52483,5.00658,2.47737,5.71253,5.12803,5.4586,2.25865,Protein coding
Iqcg,15,13.3896,11.4643,10.4425,7.0305,8.25395,6.88087,6.97804,5.25768,7.64556,6.73523,8.24819,5.41713,Protein coding
Iqgap1,19,8.26613,9.16568,9.45071,6.44175,9.70939,10.4028,8.87091,5.59591,10.0574,9.89311,8.83032,6.50591,Protein coding
Iqgap2,6,0.237331,0.395448,0.30289,0.255605,0.45749,0.397829,0.328764,0.204191,0.90473,0.81431,0.522481,0.472555,Protein coding
Iqgap3,1,0.20754,0.145588,0.0722215,0.0800985,0.128741,0.0569288,0.0629345,0.0690919,0.387609,0.199202,0.0537462,0.0712587,Protein coding
Iqsec1,18,6.55798,6.92287,10.5651,17.9166,7.62051,9.95603,13.2367,17.1486,11.8292,10.2134,11.1891,21.532,Protein coding
Iqsec2,17,7.86565,8.80936,13.2435,21.9706,16.3043,10.2339,15.8887,22.2595,24.1277,23.666,28.2967,35.5817,Protein coding
Iqsec3,17,2.39563,2.06543,4.39028,5.23934,1.12371,2.50049,4.28536,4.31631,2.83917,2.3327,3.4962,4.71028,Protein coding
Irak2,17,0.0556038,0.267025,0.599971,1.31398,0.0786665,0.135901,0.525145,0.716137,0.136236,0.146959,0.426499,1.06555,Protein coding
Ireb2,19,40.6964,39.0865,31.9298,26.6363,38.7617,31.9621,27.5969,24.3976,37.9124,36.3023,29.5516,25.4514,Protein coding
Irf2,13,1.67162,1.48893,1.99271,1.19793,2.13263,1.76195,1.57189,0.786205,1.98733,2.22259,2.37408,0.954741,Protein coding
Irf2bp2,19,20.1705,15.0212,11.2853,15.943,28.3497,16.1454,13.0209,13.8138,22.2539,17.6921,15.8849,12.0139,Protein coding
Irf3,19,9.47065,8.40058,8.00978,4.04666,13.706,12.892,9.53057,5.09818,15.7825,13.6814,11.0158,5.98847,Protein coding
Irf4,7,0.356741,0.25099,0.164856,0.118222,0.325191,0.226032,0.117796,0.0932781,0.455608,0.265581,0.126143,0.0864961,Protein coding
Irf7,7,1.16652,0.573154,0.284624,0.0988407,1.17986,0.370058,0.124765,0.0450236,0.874935,0.430591,0.22678,0.0688217,Protein coding
Irf9,19,14.027,16.8547,12.368,5.3479,15.1886,16.7757,11.9362,4.3642,14.7653,16.1676,11.5303,5.03876,Protein coding
Irgq,18,43.6892,38.5171,40.6544,47.5813,44.9603,45.5981,49.7505,61.2226,45.9396,41.6546,39.8793,50.0525,Protein coding
Irs2,16,10.3464,9.92429,10.0293,11.2872,5.40145,16.1847,21.4294,12.3882,3.44237,3.42265,3.1885,1.83538,Protein coding
Isg20l2,19,18.0175,15.1394,12.0427,12.0019,15.9659,13.9813,10.7747,9.18817,12.9971,12.1442,11.2265,10.768,Protein coding
Isl1,16,0.00527658,0,0.0055587,0.00755831,0.00580567,0.0358702,0.591822,0.133901,0,0,0.0144745,0,Protein coding
Islr,11,0.0975437,0.158618,0.0731567,0.0727408,1.32537,2.44784,1.85639,1.96897,1.63303,2.27967,2.02536,2.21968,Protein coding
Islr2,11,32.2286,38.8882,13.7375,11.9778,561.736,471.823,366.051,396.596,619.592,554.965,477.168,575.047,Protein coding
Ism1,16,0.0836012,0.0201885,0.0185566,0.0420162,0.00477649,0.0134204,0.279556,0.764574,0.0268979,0.022703,0.035265,0.026092,Protein coding
Isoc1,18,5.77436,6.85645,9.80398,13.44,6.39188,8.99113,14.5053,19.8945,6.00054,7.20277,9.14081,11.488,Protein coding
Isoc2a,11,11.0212,7.18965,6.11057,4.34555,17.8109,10.7549,9.80344,6.82216,8.24458,6.73305,6.70177,6.1415,Protein coding
Ispd,17,1.3292,1.56049,2.16027,2.95939,0.257597,0.413452,0.812552,1.53998,0.245733,0.502178,0.805389,1.88436,Protein coding
Isyna1,11,28.4014,29.114,30.0997,25.4728,30.934,56.3573,61.9338,64.3319,24.4766,26.0461,26.7215,21.4279,Protein coding
Itch,19,16.5496,15.6506,12.6472,6.92018,14.1077,10.9283,9.00907,4.116,13.7266,13.0201,11.1335,6.95171,Protein coding
Itfg1,18,42.3441,51.8282,61.4402,92.4141,52.077,66.6988,79.9081,129.116,65.7254,72.8446,77.4319,112.732,Protein coding
Itfg2,8,13.1938,15.8449,15.7136,18.4371,11.4542,14.0121,12.2838,12.0803,10.1528,13.7802,15.5099,19.8292,Protein coding
Itfg3,18,7.03717,7.25063,7.53918,8.28138,9.39554,9.81119,10.5837,16.0071,9.20722,9.01318,8.66586,8.21198,Protein coding
Itga10,13,0.802207,1.01384,1.38224,0.63279,0.942103,1.06503,0.90673,0.421841,1.10042,1.26741,1.41038,0.661969,Protein coding
Itga3,17,4.10708,4.91249,6.03652,5.7432,1.8037,2.65395,3.18705,4.19722,2.1562,3.06553,5.96807,6.13168,Protein coding
Itga4,16,0.192685,0.222374,0.438649,0.265417,0.0762623,0.30293,0.534224,0.602299,0.115354,0.124507,0.0837837,0.0479462,Protein coding
Itga5,9,0.10571,0.139763,0.0765913,0.0737748,0.125528,0.0530363,0.071402,0.0324154,0.184393,0.163389,0.109428,0.527746,Protein coding
Itga6,7,6.11827,4.30446,2.58504,1.76505,7.17417,3.47581,2.1556,1.02043,5.04435,2.61795,2.12707,1.38334,Protein coding
Itga8,10,0.950607,0.469616,0.243603,0.350852,0.330605,0.49621,0.318836,0.347265,0.11014,0.174418,0.143074,0.545767,Protein coding
Itga9,17,0.256706,0.359237,0.426882,0.384937,0.0203957,0.0588262,0.234698,0.321691,0.0614764,0.127022,0.397373,0.586556,Protein coding
Itgam,0,0.0397298,0.549197,0.298715,0.27384,0.00637825,0.0086872,0.00601634,0.0308634,0.0105546,0.0155301,0.025265,0.0426943,Protein coding
Itgav,19,0.41864,0.457718,0.472145,0.496368,1.04542,0.810719,0.520232,0.339621,1.06281,0.98125,0.699706,0.638794,Protein coding
Itgb1,8,22.8575,19.409,15.5065,20.4773,21.0227,20.0361,16.2795,22.7978,17.0943,15.0062,12.5169,16.9718,Protein coding
Itgb3,5,0.0269809,0.117407,0.468347,2.87307,0.0783716,0.149199,0.372384,1.42519,0.154732,0.273676,0.346634,0.340367,Protein coding
Itgb5,0,0.229527,1.4903,0.771201,0.857279,0.0962294,0.0887937,0.123057,0.0909765,0.159741,0.213511,0.150771,0.217148,Protein coding
Itgb8,5,0.915544,2.98185,2.93828,2.55889,0.121431,0.61284,0.718283,0.465127,0.508252,1.45666,1.75024,1.97241,Protein coding
Itk,16,0,0.0212964,0.0155342,0.0634896,0.0259816,0.0691651,0.239435,0.589246,0.0288289,0.0408344,0.020683,0.0454254,Protein coding
Itm2a,17,1.73239,2.15705,2.90074,8.39088,5.8002,1.73022,2.12879,8.67581,3.53544,3.77789,4.43606,12.2905,Protein coding
Itm2b,18,72.2031,58.3823,61.8418,104.288,79.0119,55.6398,60.7399,119.374,69.996,68.7494,76.6359,131.84,Protein coding
Itm2c,17,24.5092,21.9756,24.6861,42.875,31.1307,18.0835,19.1713,41.9769,41.961,37.5382,51.0234,102.535,Protein coding
Itpk1,18,54.0431,34.7477,39.5023,55.3699,50.1536,37.3226,47.9852,56.8534,56.6871,35.7111,39.4991,52.177,Protein coding
Itpka,16,0.0843474,0.152226,0.383584,1.11921,0.0399282,0.247843,0.712649,2.52159,0.158797,0.129578,0.34858,0.545145,Protein coding
Itpkb,6,1.24078,1.3913,1.56015,1.45412,2.52774,2.66212,2.15826,1.81614,2.32279,3.97917,4.6384,4.39104,Protein coding
Itpkc,19,11.5947,9.96975,9.07895,6.29999,12.2737,9.47646,7.6439,4.57653,11.1996,8.88188,8.38925,6.28252,Protein coding
Itpr1,10,52.4682,62.9551,31.4423,15.7008,11.7796,11.4824,12.5762,6.91562,1.46731,4.40773,4.59504,2.82313,Protein coding
Itpr3,9,0.329737,0.467973,0.600838,1.05742,0.249852,0.549237,0.583263,0.582073,0.369921,1.00088,2.55539,1.29609,Protein coding
Itpripl1,19,3.92269,4.41837,5.57655,3.55883,4.80231,6.69094,8.24307,5.9742,4.88447,4.80999,5.63229,3.35617,Protein coding
Itpripl2,5,0.0250133,0.111186,0.192208,0.285593,0.0419789,0.0409756,0.133883,0.107027,0.0432568,0.0675433,0.0642483,0.0569766,Protein coding
Itsn1,3,115.38,95.5216,61.9364,44.472,251.009,110.753,54.2687,36.5109,229.38,192.734,138.671,97.8633,Protein coding
Itsn2,12,6.4806,9.45024,13.0651,10.4619,8.78366,11.5888,15.0431,10.743,11.1632,13.1703,14.8716,13.1431,Protein coding
Ivd,12,10.6982,8.41167,7.72536,8.68598,18.925,7.42333,9.34817,11.184,17.0979,11.9057,9.62011,11.1446,Protein coding
Ivns1abp,13,152.728,160.754,163.815,156.538,134.065,128.282,101.892,95.4458,123.162,134.676,144.074,141.017,Protein coding
Iws1,19,11.768,11.9218,11.7566,7.95459,11.8586,11.3094,10.9553,7.25267,12.2237,12.1309,11.3532,8.15271,Protein coding
Jag1,7,0.83894,0.237748,0.109931,0.175169,2.21157,0.614062,0.379856,0.46429,0.937201,1.35856,0.302942,0.171006,Protein coding
Jag2,8,20.0995,23.9185,24.6149,32.5397,16.4715,29.226,25.8832,31.3253,15.3799,19.0164,20.9013,26.3273,Protein coding
Jak1,18,12.7075,14.1039,17.8253,22.7048,15.4554,20.5831,26.9567,32.8922,18.0592,21.49,23.2008,28.4406,Protein coding
Jak2,13,30.6069,41.4382,35.089,21.8954,33.7496,32.2211,26.4691,16.5902,38.5957,36.238,31.1496,17.3339,Protein coding
Jakmip1,15,85.0966,68.5742,63.0961,48.543,45.6467,36.7955,39.3363,36.5089,43.7259,45.5242,52.4881,50.7121,Protein coding
Jakmip3,11,1.99571,6.22529,8.6383,8.50439,8.95631,19.4243,19.162,12.5873,16.5802,22.5127,20.3166,13.7967,Protein coding
Jam3,12,11.9838,12.5494,13.9017,10.6785,14.5817,9.35663,7.89994,6.24912,18.8406,22.0252,30.464,24.6825,Protein coding
Jarid2,19,12.2534,14.0845,14.3788,14.4775,19.9172,13.9911,11.8833,10.7304,26.1225,24.2996,17.8002,13.8179,Protein coding
Jazf1,18,11.327,16.5812,21.2321,31.0206,13.0698,23.4192,31.0198,38.7929,15.0952,18.6636,22.3445,34.0209,Protein coding
Jdp2,4,1.32416,1.80148,5.01795,7.70851,0.0277913,0.371652,3.46476,3.81759,0.115178,0.119421,0.359697,0.286268,Protein coding
Jhdm1d,19,5.55357,4.70436,3.31485,1.71005,4.87011,2.17495,1.91676,0.873136,5.15629,4.16973,3.44941,2.14049,Protein coding
Jmjd1c,15,19.1157,31.3124,28.0174,29.6102,18.5236,16.8213,14.3251,14.3434,18.3623,24.5508,19.5286,20.2129,Protein coding
Jmy,19,15.5967,17.5521,13.6017,11.5355,27.7133,18.9636,12.6271,8.75791,28.7166,26.3647,19.2036,12.3951,Protein coding
Jph1,17,1.13993,1.39336,2.70877,4.1684,0.887124,2.01211,3.52136,2.64822,1.14679,1.62894,3.58942,4.99808,Protein coding
Jph3,12,22.1968,23.6791,29.1557,37.5357,29.6142,28.4752,27.4012,28.4573,47.0496,39.8321,36.0409,40.5424,Protein coding
Jph4,19,186.577,155.286,138.541,121.199,180.655,141.785,130.21,110.08,153.426,134.621,128.242,101.008,Protein coding
Jrkl,19,3.37853,4.25752,4.9549,3.25875,4.58089,5.25821,6.08679,4.2253,5.74389,5.65024,7.05592,3.58082,Protein coding
Jub,7,0.713866,0.397446,0.244523,0.120054,1.0083,0.461519,0.258976,0.0967263,1.19806,0.554308,0.40907,0.202298,Protein coding
Jun,-1,31.4214,30.9551,21.7928,17.7791,39.0232,17.4132,10.2403,17.8689,20.2401,16.6179,19.3097,24.6241,Protein coding
Junb,7,4.49619,3.33168,2.19779,2.71673,18.2461,5.18861,2.22691,1.38656,17.3793,9.29447,6.0311,4.43095,Protein coding
Jund,15,53.1695,36.736,27.0985,34.399,50.8993,30.9442,21.9276,32.3462,31.7322,23.6814,20.8741,33.8143,Protein coding
Jup,14,14.5713,18.4922,22.2074,19.0084,11.55,19.0614,24.6153,23.3993,15.7973,14.4588,16.2007,18.6305,Protein coding
Kalrn,19,40.6194,37.613,28.8952,20.3544,42.5537,33.6202,25.6202,19.2579,34.9271,33.1819,28.1709,19.7513,Protein coding
Kank1,6,0.283981,0.222838,0.227394,0.12458,0.98674,0.524877,0.296717,0.118587,1.72672,1.97957,1.21018,0.696209,Protein coding
Kars,18,41.2667,42.2477,43.8684,56.4287,34.6384,43.915,54.0927,69.4357,32.1425,33.1361,36.2027,47.5874,Protein coding
Kat2a,14,25.8316,25.9971,32.3315,39.1075,21.9166,32.9082,41.554,55.0354,17.6862,21.6422,26.8988,34.0663,Protein coding
Kat2b,3,2.74379,1.88204,1.44301,1.1319,6.69644,3.6119,2.45922,1.87531,6.87178,5.31105,4.59814,3.05984,Protein coding
Katna1,19,11.8012,11.5164,9.97988,5.84259,12.8778,10.2531,8.80778,5.24141,12.8706,12.3197,11.6519,7.45256,Protein coding
Katnal1,15,11.9833,12.1664,15.8866,13.5304,8.59474,9.24541,13.5457,11.5956,8.96258,9.47135,12.9631,10.9149,Protein coding
Katnal2,11,2.01777,1.76711,1.71242,1.50565,4.44646,2.82433,3.12502,3.44968,4.35116,3.40377,2.71549,1.50056,Protein coding
Kbtbd11,14,2.13592,2.90909,5.19047,6.49131,4.12613,2.60946,3.57595,2.91729,5.23559,3.87676,4.15633,3.82047,Protein coding
Kbtbd2,19,26.7259,22.4769,18.5233,12.9467,26.0473,20.6014,16.4524,10.2329,24.4952,19.586,17.2447,12.9651,Protein coding
Kbtbd7,13,13.0471,14.3625,13.4179,8.02479,11.2651,10.7966,10.7657,6.30866,12.1189,12.9185,13.4962,10.0036,Protein coding
Kbtbd8,14,1.20746,1.16548,1.62877,1.99334,0.772078,1.54576,1.91751,1.29145,0.854615,1.03657,0.969473,0.948289,Protein coding
Kcna1,7,7.21515,2.86788,2.12879,2.30967,10.557,0.810839,0.230364,0.328559,5.75349,3.72622,4.78724,5.63277,Protein coding
Kcna2,14,0.641925,0.814887,0.891695,1.40932,0.477455,1.01916,1.14144,1.41131,0.39842,0.335552,0.639317,1.00766,Protein coding
Kcna4,11,0.669458,1.27212,0.944843,0.951642,0.977356,3.01812,2.94116,1.7803,1.11377,2.1456,2.91591,2.29595,Protein coding
Kcna6,6,2.6691,2.91221,6.91403,11.3242,17.0746,11.1898,14.8124,20.5822,19.8303,23.8221,24.9211,26.6998,Protein coding
Kcnab1,9,0.307347,1.72036,2.99159,3.30352,0.49932,2.29461,1.84434,2.14262,14.3133,13.36,18.1638,35.0988,Protein coding
Kcnab3,15,14.0488,9.55909,12.2843,12.8161,10.4999,3.67292,5.49255,6.11896,4.75882,6.38304,13.4818,15.6475,Protein coding
Kcnb1,18,1.38491,3.08595,3.56036,5.16557,2.2447,3.74529,4.4617,6.32576,2.83838,3.8445,3.39182,5.93879,Protein coding
Kcnb2,14,0.79989,1.29856,1.57836,2.11336,0.875134,1.59761,2.20974,2.56611,0.786992,1.09254,0.872106,1.21532,Protein coding
Kcnc1,13,13.0942,12.6181,11.9869,10.8727,11.8904,8.30414,7.65699,6.59862,14.362,12.9542,11.9364,10.4014,Protein coding
Kcnc2,9,1.14448,0.528203,0.519042,0.664221,0.0996369,0.406135,0.667368,0.716898,0.228821,0.67776,1.38385,1.86655,Protein coding
Kcnc3,8,11.2602,9.86529,10.1107,13.6794,12.8053,8.46937,7.26645,8.43506,10.4914,10.5943,11.7329,15.2437,Protein coding
Kcnc4,9,0.254186,0.155535,0.891023,1.5519,0.090735,0.201458,0.555425,0.899583,1.2826,2.0586,6.9943,13.9529,Protein coding
Kcnd1,18,2.59513,3.84047,4.48158,4.72865,4.40432,5.02331,6.16754,6.70963,4.69856,5.28465,4.80954,4.90076,Protein coding
Kcnd2,17,2.16704,4.2375,6.5586,9.70725,1.97792,6.02747,10.731,15.8102,4.03671,6.17209,8.41163,12.174,Protein coding
Kcnd3,13,7.7407,8.79065,7.47684,6.10977,7.31766,9.14038,6.2545,4.38049,12.1222,13.9823,9.84632,8.04305,Protein coding
Kcnf1,5,4.72667,9.87477,16.0544,16.0402,0.184986,0.598574,1.97157,5.21986,0.342382,0.697607,2.46085,5.68275,Protein coding
Kcng1,11,5.19389,2.34996,3.60889,4.8111,9.8486,4.24744,8.6882,10.7255,20.7345,12.7537,7.91953,5.65448,Protein coding
Kcng3,0,0.520926,0.950849,0.171061,0.101863,0.00420373,0.0114529,0.0109998,0.004033,0.0178643,0.0481452,0.0109318,0.0295445,Protein coding
Kcnh1,5,0.00855398,0.271807,5.53451,19.8207,0.0351535,0.0515965,0.517255,1.18856,0.0334922,0.157581,0.724741,1.69239,Protein coding
Kcnh2,14,8.11437,8.95099,6.54301,7.77375,7.47617,7.85426,9.07643,13.8428,7.70972,5.73093,4.91609,5.85353,Protein coding
Kcnh3,14,11.2324,9.19961,8.6621,17.2579,7.96669,4.8023,9.75346,18.2571,3.51399,3.03065,4.65663,13.7682,Protein coding
Kcnh4,16,0.961974,0.577155,5.35375,2.8306,0.719466,2.07606,8.35198,5.17953,0.394063,0.76824,1.20695,0.725611,Protein coding
Kcnh5,17,0.308271,1.4319,1.7613,3.40618,0.266402,0.761189,0.529132,0.392502,0.685749,0.663393,0.981926,1.75491,Protein coding
Kcnh7,14,1.41967,2.19866,2.59674,3.113,1.53037,2.56916,3.2414,3.63777,1.44115,1.81177,1.65933,2.38022,Protein coding
Kcnip1,2,1.69236,1.55355,1.36943,0.78799,8.12474,5.53697,6.13247,6.87528,15.3162,9.46362,2.01286,1.27271,Protein coding
Kcnip2,9,1.09224,1.64971,3.01388,4.05269,4.63289,16.4327,19.4673,14.0767,6.58693,27.7561,41.5225,39.6606,Protein coding
Kcnip3,6,4.29127,3.59821,3.19199,2.14766,8.00517,2.94517,2.71131,2.13256,19.2817,16.1834,14.0832,8.29072,Protein coding
Kcnip4,9,0.282897,1.43664,3.79218,10.3963,0.224686,0.400169,0.632905,2.0402,0.576749,0.618272,2.15423,10.7328,Protein coding
Kcnj10,1,0.279672,0.415982,0.169136,0.374524,0.161412,0.119255,0.138203,0.237191,0.534906,0.412063,0.192243,0.297358,Protein coding
Kcnj11,10,41.4246,20.5373,8.75238,5.97977,44.6758,9.43166,6.42183,8.21057,15.6572,16.2684,21.8016,17.5926,Protein coding
Kcnj12,16,0.0771383,0.235035,0.776234,0.505078,0.161986,2.24928,4.85605,2.85536,0.577524,1.1567,1.94179,1.46771,Protein coding
Kcnj2,5,0.391647,8.56971,14.505,8.06201,0.0517415,0.0312408,0.18775,0.116468,0.0156236,0.128292,0.631214,0.312099,Protein coding
Kcnj3,13,9.79011,10.1606,9.51835,9.55325,5.53606,6.97544,7.05358,4.21669,11.2389,12.3718,10.5497,8.74472,Protein coding
Kcnj4,4,0.237451,1.05286,5.29969,17.3458,0.275184,1.90066,6.81976,18.1574,0.294344,0.783217,3.64171,9.53698,Protein coding
Kcnj6,5,0.0957572,0.184355,0.648841,3.13908,0.081433,0.0608499,0.547097,1.98734,0.127354,0.393601,0.486128,0.398207,Protein coding
Kcnj9,16,1.34856,1.23635,4.0641,5.80057,0.633061,1.13338,5.523,6.51762,0.645418,1.56101,4.4091,5.37842,Protein coding
Kcnk1,6,1.10515,1.89275,4.39508,5.78547,4.06858,5.34599,4.80055,3.76667,8.47692,18.0736,19.8273,21.0626,Protein coding
Kcnk10,19,9.22471,10.213,7.96535,5.72756,12.4795,15.9068,12.0601,7.66206,10.4498,14.635,12.0979,9.06245,Protein coding
Kcnk12,7,1.02874,0.85761,0.598063,1.15308,5.15409,2.3631,0.784321,1.14347,3.21582,1.28168,0.145601,0.142081,Protein coding
Kcnk2,15,15.5483,16.0276,12.7294,10.3102,4.57749,12.8551,13.5735,14.7727,6.00757,6.60652,7.04399,9.16755,Protein coding
Kcnk3,17,2.24475,2.82255,4.46896,5.99863,1.58695,1.94145,2.83705,3.12691,4.44731,4.20257,6.85797,8.88731,Protein coding
Kcnk4,16,0.181707,0.254356,0.813559,1.9486,0.112708,0.283268,1.19185,2.69052,0.0999171,0.312517,0.695869,1.5513,Protein coding
Kcnk9,9,0.0516825,1.4131,5.37978,7.02956,0.0117575,0.161303,0.144752,0.610741,0.428026,1.06323,7.45967,15.9961,Protein coding
Kcnma1,17,2.75214,4.26333,7.63812,9.99339,2.49324,4.20238,6.06735,7.40072,4.63415,6.88291,7.11317,8.26396,Protein coding
Kcnmb2,5,0.824531,1.56247,3.72429,3.57927,0.106148,0.41629,1.15237,1.35777,0.164946,0.458344,1.10398,1.13363,Protein coding
